seqIndex,netCharge,FC,LW,DP,NK,AE,pcMK,_SolventAccessibilityD1025,tau2_GRAR740104,tau4_GRAR740104,QSO50_GRAR740104,QSO29_GRAR740104
40,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16025.875,8889.333333333334,0.0,0.008071
41,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14698.25,9060.0,0.0,0.001947
42,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,16566.125,12063.333333333334,0.0,0.0
43,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,15138.5,13660.833333333334,0.0,0.016623
44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,14058.5,13596.166666666666,0.0,0.02387
45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12357.0,14753.5,0.0,0.037915
46,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10606.625,11233.5,0.0,0.010567
47,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9454.625,11356.833333333334,0.0,0.0
48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,9340.25,9751.0,0.0,0.019836
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9524.875,9963.0,0.0,0.050627
50,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6817.0,8427.0,0.0,0.024666
51,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6768.5,7857.166666666667,0.0,0.029894
52,3.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,6098.125,8014.666666666667,0.0,0.031943
53,3.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,7203.75,8491.333333333334,0.0,0.031943
54,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7874.125,8333.833333333334,0.0,0.054719
55,2.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9002.25,7921.833333333333,0.0,0.024623
56,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8012.125,9655.833333333334,0.0,0.056577
57,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8012.125,8014.333333333333,0.0,0.041916
58,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7022.0,6446.166666666667,0.0,0.00356
59,2.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,7022.0,5815.666666666667,0.0,0.016554
60,3.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,7617.0,6038.5,0.0,0.002903
61,2.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,6290.875,6006.333333333333,0.0,0.035363
62,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5980.5,7776.5,0.0,0.017098
63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6004.375,8349.833333333334,0.0,0.038715
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6804.375,8616.5,0.0,0.049007
65,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5784.375,12327.0,0.0,0.07051
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,6176.375,13133.666666666666,0.0,0.007443
67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,6176.375,11905.833333333334,0.0,0.026671
68,2.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,4951.25,8924.333333333334,0.0,0.028927
69,2.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5581.375,8592.5,0.0,0.008224
70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5351.75,9339.833333333334,0.0,0.017106
71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,4634.875,8093.333333333333,0.0,0.01195
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,4363.0,6175.833333333333,0.0,0.003721
73,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,5098.375,6571.833333333333,0.0,0.0
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,4926.875,6753.333333333333,0.0,0.00215
75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,4975.375,5549.166666666667,0.0,0.059955
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,7186.5,6975.333333333333,0.0,0.029952
77,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,7756.875,4371.166666666667,0.0,0.010798
78,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,7508.375,5902.0,0.0,0.011885
79,-4.0,0.0,0.0,0.0,0.0,11.11,0.0,20.0,7073.25,6798.5,0.0,0.013974
80,-5.0,0.0,0.0,0.0,0.0,11.11,0.0,10.0,7976.25,8534.5,0.0,0.030664
81,-5.0,0.0,0.0,0.0,0.0,11.11,0.0,40.0,9663.75,12385.166666666666,0.0,0.051048
82,-4.0,0.0,0.0,0.0,0.0,11.11,0.0,30.0,10643.75,10545.0,0.0,0.019754
83,-2.0,0.0,0.0,0.0,0.0,11.11,0.0,20.0,10955.75,11067.666666666666,0.0,0.017698
84,-2.0,0.0,0.0,0.0,0.0,11.11,0.0,10.0,11670.75,12280.833333333334,0.0,0.042957
85,-2.0,0.0,0.0,0.0,0.0,11.11,0.0,10.0,11901.375,11300.333333333334,0.0,0.001935
86,-1.0,0.0,0.0,0.0,0.0,11.11,0.0,20.0,12639.375,10460.833333333334,0.0,0.003171
87,0.0,0.0,0.0,0.0,0.0,11.11,0.0,10.0,13697.375,7624.166666666667,0.0,0.007066
88,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,12394.25,8758.166666666666,0.0,0.007013
89,2.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10034.375,12137.0,0.0,0.003698
90,4.0,0.0,0.0,0.0,11.11,0.0,0.0,10.0,8833.875,9041.0,0.0,0.026426
91,4.0,0.0,0.0,0.0,11.11,0.0,0.0,10.0,10247.5,9831.5,0.0,0.045552
92,4.0,0.0,0.0,0.0,11.11,0.0,0.0,90.0,8224.5,9435.0,0.0,0.020687
93,3.0,0.0,0.0,0.0,11.11,0.0,0.0,80.0,7851.375,9125.166666666666,0.0,0.030539
94,2.0,0.0,0.0,0.0,11.11,0.0,0.0,70.0,9801.375,9091.333333333334,0.0,0.074772
95,2.0,0.0,0.0,0.0,11.11,0.0,0.0,100.0,10069.5,5270.5,0.0,0.024936
96,0.0,0.0,0.0,0.0,11.11,0.0,0.0,90.0,9941.5,9366.5,0.0,0.015097
97,-1.0,0.0,0.0,0.0,11.11,0.0,0.0,80.0,11863.375,8660.0,0.0,0.006399
98,-2.0,0.0,0.0,0.0,11.11,0.0,0.0,100.0,15391.375,12159.833333333334,0.0,0.04119
99,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,12829.75,13023.833333333334,0.0,0.001368
100,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,13411.75,11943.833333333334,0.0,0.026365
101,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,12718.25,11863.166666666666,0.0,0.034049
102,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,11003.375,7596.5,0.0,0.017508
103,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,9677.25,7378.333333333333,0.0,0.004406
104,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,12452.375,3027.0,0.0,0.057062
105,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,10002.375,1458.8333333333333,0.0,0.005919
106,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,7002.5,2158.8333333333335,0.0,0.013723
107,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,6638.0,2158.8333333333335,0.0,0.058324
108,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,5783.0,3391.5,0.0,0.0
109,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,7663.0,5898.166666666667,0.0,0.038591
110,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,7690.375,6106.166666666667,0.0,0.017851
111,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,9968.5,7706.833333333333,0.0,0.045425
112,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,7457.875,7619.333333333333,0.0,0.005564
113,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,8257.875,11319.5,0.0,0.0
114,0.0,0.0,0.0,0.0,11.11,0.0,0.0,70.0,8834.25,12527.0,0.0,0.009108
115,1.0,0.0,0.0,0.0,11.11,0.0,0.0,100.0,9634.25,9534.333333333334,0.0,0.009269
116,1.0,0.0,0.0,0.0,11.11,0.0,0.0,30.0,10180.25,11921.833333333334,0.0,0.033116
117,2.0,0.0,0.0,0.0,11.11,0.0,0.0,20.0,8327.75,10673.833333333334,0.0,0.027063
118,1.0,0.0,0.0,0.0,11.11,0.0,0.0,10.0,7393.25,11209.333333333334,0.0,0.021859
119,0.0,0.0,0.0,0.0,11.11,0.0,0.0,70.0,5915.125,9109.833333333334,0.0,0.019197
120,0.0,0.0,0.0,0.0,11.11,0.0,0.0,60.0,5650.625,7440.333333333333,0.0,0.005339
121,0.0,0.0,0.0,0.0,11.11,0.0,0.0,100.0,7095.125,10801.0,0.0,0.055036
122,1.0,0.0,0.0,0.0,11.11,0.0,0.0,90.0,6731.75,8841.0,0.0,0.012157
123,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5934.875,11662.333333333334,0.0,0.028567
124,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4886.75,11662.333333333334,0.0,0.040244
125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4497.875,10061.666666666666,0.0,0.002179
126,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,5220.375,10957.666666666666,0.0,0.057359
127,1.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,6940.875,11101.166666666666,0.0,0.013074
128,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,8565.375,11881.166666666666,0.0,0.020649
129,2.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6585.375,12407.333333333334,0.0,0.018787
130,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6422.25,11055.833333333334,0.0,0.00196
131,2.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8630.25,13618.5,0.0,0.016971
132,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10713.375,13332.0,0.0,0.0489
133,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10838.25,13729.333333333334,0.0,0.023916
134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10065.875,12754.666666666666,0.0,0.018231
135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7545.375,9225.166666666666,0.0,0.001102
136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,6516.0,11756.666666666666,0.0,0.03864
137,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,9949.5,14124.666666666666,0.0,0.026205
138,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9499.5,14155.166666666666,0.0,0.049775
139,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8746.375,11854.333333333334,0.0,0.01138
140,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8915.75,13041.0,0.0,0.026144
141,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,9733.875,17137.0,0.0,0.043228
142,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,9640.875,15599.5,0.0,0.021826
143,0.0,0.0,0.0,0.0,0.0,0.0,0.5,20.0,10769.0,12437.0,0.0,0.015141
144,0.0,0.0,0.0,0.0,0.0,0.0,0.5,10.0,10769.0,13006.5,0.0,0.002488
145,0.0,0.0,0.0,0.0,0.0,0.0,0.5,10.0,8397.125,12667.333333333334,0.0,0.01207
146,0.0,0.0,0.0,0.0,0.0,0.0,0.5,20.0,8269.125,11480.666666666666,0.0,0.060308
147,1.0,0.0,0.0,0.0,0.0,0.0,0.5,10.0,7031.625,9902.166666666666,0.0,0.060613
148,0.0,0.0,0.0,0.0,0.0,0.0,0.5,20.0,7539.125,12342.166666666666,0.0,0.031961
149,0.0,0.0,0.0,0.0,0.0,0.0,0.5,10.0,7539.125,11536.666666666666,0.0,0.019986
150,0.0,0.0,0.0,0.0,0.0,0.0,0.5,70.0,8562.0,10327.166666666666,0.0,0.02168
151,1.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,7785.0,11753.833333333334,0.0,0.017849
152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,8647.875,10960.333333333334,0.0,0.025107
153,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8622.25,10252.333333333334,0.0,0.001896
154,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,8875.375,7843.166666666667,0.0,0.020383
155,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8658.0,8788.666666666666,0.0,0.002078
156,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,5875.125,8638.166666666666,0.0,0.01705
157,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,4932.125,5950.0,0.0,0.060831
158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,3705.25,6436.0,0.0,0.004589
159,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,5598.625,7629.833333333333,0.0,0.020401
160,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,5441.125,8316.5,0.0,0.025863
161,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6385.125,6408.333333333333,0.0,0.060764
162,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6132.0,7522.166666666667,0.0,6.8e-05
163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,7305.0,8008.166666666667,0.0,0.00798
164,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7260.375,7602.833333333333,0.0,0.001513
165,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8433.375,4428.833333333333,0.0,0.037608
166,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11205.375,5804.833333333333,0.0,0.05119
167,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,11736.0,7037.5,0.0,0.015692
168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11120.0,7469.5,0.0,0.017901
169,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8875.5,10683.666666666666,0.0,0.046465
170,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9560.0,10603.0,0.0,0.038584
171,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11159.0,14303.166666666666,0.0,4.8e-05
172,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,13619.0,12303.166666666666,0.0,0.018206
173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12446.0,14972.0,0.0,0.000916
174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10547.375,14439.5,0.0,0.017796
175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,7900.25,10879.5,0.0,0.032614
176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,7636.25,12199.666666666666,0.0,0.010038
177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,8148.25,10035.5,0.0,0.001994
178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,7884.25,8531.333333333334,0.0,0.033016
179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,6649.25,7578.0,0.0,0.00567
180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4549.25,5944.5,0.0,0.025974
181,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4612.25,8450.333333333334,0.0,0.07368
182,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,4327.875,8306.166666666666,0.0,0.000608
183,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,6184.375,8823.666666666666,0.0,0.0
184,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,6584.0,8823.666666666666,0.0,0.015652
185,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,80.0,7297.125,6579.666666666667,0.0,0.011197
186,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,70.0,7404.75,9225.666666666666,0.0,0.033889
187,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,7089.75,6579.666666666667,0.0,0.0
188,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,9049.75,6814.333333333333,0.0,0.05805
189,-1.0,0.0,0.0,0.0,0.0,0.0,0.5,90.0,10388.125,7201.0,0.0,0.015012
190,-1.0,0.0,0.0,0.0,0.0,0.0,0.5,30.0,9571.125,10193.666666666666,0.0,0.060686
191,0.0,0.0,0.0,0.0,0.0,0.0,0.5,20.0,9416.75,11123.0,0.0,0.042416
192,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9772.75,10211.0,0.0,0.029511
193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,9347.625,10733.666666666666,0.0,0.010052
194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,9971.5,9463.166666666666,0.0,0.033506
195,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8999.5,7727.166666666667,0.0,0.004241
196,0.0,0.0,0.0,11.11,0.0,0.0,0.0,10.0,7197.0,6502.666666666667,0.0,0.001548
197,-1.0,0.0,0.0,11.11,0.0,0.0,0.0,70.0,5792.5,5206.666666666667,0.0,0.058541
198,-1.0,0.0,0.0,11.11,0.0,0.0,0.0,100.0,6009.875,5452.833333333333,0.0,0.034489
199,-1.0,0.0,0.0,11.11,0.0,0.0,0.0,90.0,5331.75,6466.166666666667,0.0,0.02043
200,0.0,0.0,0.0,11.11,0.0,0.0,0.0,80.0,6108.75,8094.166666666667,0.0,0.031188
201,0.0,0.0,0.0,11.11,0.0,0.0,0.0,70.0,5938.875,8594.166666666666,0.0,0.014147
202,-1.0,0.0,0.0,11.11,0.0,0.0,0.0,100.0,6087.375,10000.0,0.0,0.044121
203,0.0,0.0,0.0,11.11,0.0,0.0,0.0,10.0,6254.75,11753.166666666666,0.0,0.009237
204,0.0,0.0,0.0,11.11,0.0,0.0,0.0,40.0,5804.75,11309.0,0.0,0.052102
205,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,6909.25,11093.166666666666,0.0,0.021456
206,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,7283.875,10735.666666666666,0.0,0.017802
207,3.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7432.375,11404.166666666666,0.0,0.047509
208,3.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,6537.25,8400.833333333334,0.0,0.035648
209,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,7182.25,11014.166666666666,0.0,0.02367
210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5881.75,10888.833333333334,0.0,0.021948
211,0.0,0.0,0.0,0.0,0.0,0.0,0.5,10.0,8661.25,11072.833333333334,0.0,0.000592
212,-1.0,0.0,0.0,0.0,0.0,0.0,0.5,10.0,12231.25,14592.833333333334,0.0,0.032416
213,-1.0,0.0,0.0,0.0,0.0,0.0,0.5,10.0,12008.75,15366.166666666666,0.0,0.008363
214,-1.0,0.0,0.0,0.0,0.0,0.0,0.5,10.0,12518.125,18369.5,0.0,0.034048
215,-1.0,0.0,0.0,0.0,0.0,0.0,0.5,30.0,11638.125,14759.0,0.0,0.0
216,-2.0,0.0,0.0,0.0,0.0,0.0,0.5,20.0,11684.625,13348.333333333334,0.0,0.01821
217,-3.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,10830.0,11844.166666666666,0.0,0.016932
218,-3.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,14030.0,9601.666666666666,0.0,0.048928
219,-3.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,12814.5,8159.833333333333,0.0,0.056543
220,-3.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,9171.625,8836.5,0.0,0.000913
221,-3.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,11987.625,9279.0,0.0,0.058582
222,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,10938.25,9279.0,0.0,0.015091
223,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,12898.25,10751.666666666666,0.0,0.0
224,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,12828.875,9599.5,0.0,0.010304
225,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,13893.5,8566.0,0.0,0.045313
226,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,11869.625,4732.0,0.0,0.021263
227,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,10463.125,3490.0,0.0,0.018451
228,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,10513.125,5026.0,0.0,0.057391
229,2.0,0.0,0.0,0.0,0.0,0.0,0.5,10.0,8141.25,5121.5,0.0,0.030682
230,2.0,0.0,0.0,0.0,0.0,0.0,0.5,10.0,8214.125,3589.6666666666665,0.0,0.0
231,2.0,0.0,0.0,0.0,0.0,0.0,0.5,20.0,7849.75,3713.0,0.0,0.042456
232,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6817.75,3836.5,0.0,0.046905
233,2.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,7610.75,5276.5,0.0,0.028991
234,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,8712.75,6914.5,0.0,0.033378
235,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,8239.875,7326.5,0.0,0.002363
236,1.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,9619.875,7462.5,0.0,0.013645
237,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,10504.875,10868.666666666666,0.0,0.041551
238,2.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11528.875,13332.666666666666,0.0,0.001472
239,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9777.25,14161.333333333334,0.0,0.043905
240,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10005.25,12523.333333333334,0.0,0.016828
241,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10355.25,14444.666666666666,0.0,5.6e-05
242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8542.25,15840.5,0.0,0.057303
243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8440.25,15501.0,0.0,0.037002
244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7021.25,13249.5,0.0,0.036617
245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,7585.25,14588.333333333334,0.0,0.038091
246,1.0,0.0,0.0,0.0,11.11,0.0,0.0,70.0,7537.75,14752.5,0.0,0.020586
247,2.0,0.0,0.0,0.0,11.11,0.0,0.0,60.0,8377.75,12585.0,0.0,0.00157
248,1.0,0.0,0.0,0.0,11.11,0.0,0.0,50.0,9976.75,11401.666666666666,0.0,0.0
249,1.0,0.0,0.0,0.0,11.11,0.0,0.0,100.0,8524.75,10989.166666666666,0.0,0.019397
250,1.0,0.0,0.0,0.0,11.11,0.0,0.0,90.0,8480.125,11650.5,0.0,0.017804
