DRAMP_ID,helix_percent,sheet_percent,loop_percent,mean_bfactor,mean_gyrate,num_hbonds,psa,sasa
DRAMP21522,0.04125,0.0108333333333333,-0.05208333333333315,264.33199096556007,-4.7531190821894,0.0,-24.63751220703125,-211.28067460602074
DRAMP21523,0.05374999999999999,0.0308333333333333,-0.08458333333333312,-447.9455747150753,-2.0207967450786732,0.0,-2.19439697265625,-180.4332321331333
DRAMP21524,0.0087499999999999,-0.015,0.006249999999999867,393.27525401349556,-1.7229145640452561,1.0,2.6090087890623863,-31.83395438533921
DRAMP21525,0.08625,0.0475,-0.13374999999999992,182.47651191424723,-2.85710799290068,0.0,-48.6871337890625,-136.73223420632098
DRAMP21526,0.08916666666666671,-0.0066666666666667,-0.08250000000000002,-209.12652566428494,-2.7904445522350407,3.0,-9.87469482421875,-251.64797179287007
DRAMP21527,0.0491666666666666,-0.0041666666666667004,-0.04500000000000015,141.71981413435282,-2.531155137692476,0.0,-10.689880371093636,-151.46989169697144
DRAMP21528,0.00125,0.036666666666666695,-0.0379166666666666,-95.8279000710524,-2.0531452747726,-1.0,-23.960632324218636,-109.6129613192013
DRAMP21529,0.005,0.016666666666666698,-0.021666666666666723,60.715125363556695,-3.7919549332468137,-2.0,-24.294677734375227,-217.98996728309976
DRAMP21530,0.1420833333333333,-0.015000000000000001,-0.12708333333333355,210.32014637331514,-1.748010490411593,-1.0,-24.2197265625,-62.11637241112453
DRAMP21531,0.1345833333333333,-0.017499999999999998,-0.11708333333333354,216.04888347418773,-3.537328930043344,-1.0,-47.100402832031364,-254.9390880935473
DRAMP21532,0.1966666666666666,0.0033333333333333,-0.19999999999999996,376.04700942593786,-2.4372542921877685,2.0,-39.472412109375,-122.44239082515242
DRAMP21533,0.1375,0.0,-0.13749999999999973,-63.63601592801774,-2.359789093568752,2.0,7.607421875,-68.07117777377766
DRAMP21534,0.2925,0.0033333333333332997,-0.29583333333333317,383.85407261155234,-2.571768923095666,2.0,-21.460998535156364,-240.399895586198
DRAMP21535,0.1129166666666666,0.04625,-0.1591666666666668,151.64399984149895,-3.914708958144578,1.0,-44.28961181640625,-278.90559758524523
DRAMP21536,0.18125,-0.0016666666666667002,-0.1795833333333332,469.6101915049052,-2.070850014247455,0.0,13.456298828125,-116.56701138512244
DRAMP21537,0.05249999999999999,0.0041666666666666,-0.05666666666666653,346.46321272772377,-1.1818986127664317,0.0,-31.45111083984375,-110.14569747279938
DRAMP21538,-0.0145833333333334,0.1116666666666666,-0.0970833333333333,-77.81793785700563,-4.009628126552311,0.0,-2.7205810546875,-256.3224573026821
DRAMP21539,0.12625,-0.0258333333333334,-0.10041666666666693,386.6481336216441,-0.5925695998213563,0.0,-9.191345214843636,54.409534771255494
DRAMP21540,0.21076923076923088,0.0007692307692307,-0.21153846153846112,-73.59116053306082,-4.226742976405346,0.0,-36.56890869140625,-229.58484196411655
DRAMP21541,0.18545454545454548,-0.0012121212121212,-0.18424242424242387,1.0433292247425925,-2.621959268019449,2.0,-36.6356201171875,-195.9947878286971
DRAMP21542,-0.054166666666666696,-0.0116666666666667,0.0658333333333333,-38.58050678875401,-2.264162442200041,0.0,0.9446411132811363,-130.57367250800826
DRAMP21543,0.0168181818181818,-0.0072727272727273005,-0.009545454545454524,338.7930482631604,0.5305133735932301,0.0,31.513916015625,70.44387509954277
DRAMP21544,0.1425,-0.0158333333333334,-0.1266666666666667,-93.21752362943329,-3.2189433911360403,-1.0,-26.931396484375,-206.3114079314039
DRAMP21545,0.1904166666666666,0.0016666666666666,-0.19208333333333338,-177.59881678189765,-1.578156761641191,-2.0,-16.719482421875,-157.5031172904787
DRAMP21546,0.04375,0.014166666666666699,-0.057916666666666394,-115.30966232877012,-3.313250859846997,1.0,-7.32098388671875,-217.06992367698103
DRAMP21547,0.04625,0.045,-0.09124999999999994,27.890779656202255,-3.8357305042013206,1.0,-30.8946533203125,-322.0390079701158
DRAMP21548,0.0004166666666667006,0.0174999999999999,-0.01791666666666636,24.503595904462145,-1.9533550767457601,2.0,-19.3681640625,-176.77694073085172
DRAMP21549,-0.0474999999999999,-0.0266666666666667,0.07416666666666638,-110.90590279053686,-3.53587965733567,-1.0,-17.0423583984375,-277.5708373545576
DRAMP21550,0.1279166666666667,0.0629166666666667,-0.1908333333333332,18.48869870303662,-0.7470727133274799,0.0,-17.7979736328125,-128.75671076053186
DRAMP21551,0.0858333333333333,0.0075000000000000015,-0.09333333333333327,128.93687199981184,-1.1896454929715503,1.0,-24.998474121093864,-226.74255131536574
DRAMP21552,0.0091666666666666,0.04125000000000001,-0.05041666666666689,-9.92403649039062,-0.43892690954159974,1.0,-21.64605712890625,-118.72721542649288
DRAMP21553,-0.03625,0.0241666666666666,0.012083333333333224,217.84124912163594,0.5195281510758623,1.0,13.31243896484375,-15.573386858422055
DRAMP21554,-0.0125,0.0141666666666667,-0.0016666666666665941,-24.98631939451826,-1.0210365814860172,0.0,-6.04400634765625,-66.71352652739029
DRAMP21555,0.2462499999999999,0.0016666666666666,-0.24791666666666645,-126.09693943028671,-4.587194507200413,1.0,-41.54339599609375,-324.4304251209503
DRAMP21557,-0.0041666666666667004,0.0,0.004166666666666763,267.75747894606144,-1.6467802302283427,0.0,-29.8348388671875,-161.4483187795795
DRAMP21558,0.0,0.0,0.0,5.75814434800877,0.5186889365330938,0.0,-0.33734130859375,24.83180088847689
DRAMP21559,0.0,-0.005,0.0050000000000000044,-22.580597461364984,0.4659204235132961,0.0,-4.2540283203125,29.681935910305924
DRAMP21560,0.0,0.0,0.0,3.076242223006064,-0.057878401900427257,0.0,1.0469970703125,-8.273729894057624
DRAMP21561,0.0,0.0,0.0,-0.4838667032942219,0.5848083903701706,0.0,11.926605224609375,26.025205982974967
DRAMP21562,0.0,0.0,0.0,0.8755482846520497,-0.21402220064974475,0.0,-2.176849365234375,-34.89818225556701
DRAMP21563,0.0,0.0,0.0,15.639315832913635,-0.04345148841078572,0.0,-0.1707763671875,-6.471137059929333
DRAMP21564,0.00375,0.0,-0.003750000000000031,16.766436647185994,-0.0723728710144016,0.0,-5.733642578125,-32.83782439486242
DRAMP21565,0.0,0.0,0.0,38.11212634798147,0.28614924208954484,1.0,-0.022796630859375,20.175645785923166
DRAMP21566,0.1693333333333333,0.0,-0.16933333333333334,142.44274806276326,-0.949116706561627,0.0,-12.7760009765625,-109.6193844813472
DRAMP21567,0.18199999999999988,0.0,-0.18200000000000005,27.72700251975988,-0.2773435113069347,0.0,3.9390869140625,1.7628941019893318
DRAMP21568,0.1973333333333333,-0.0066666666666666,-0.19066666666666687,5.329370331013735,0.5280105901542527,0.0,-21.72418212890625,19.992823098140207
DRAMP21569,0.0,0.0,0.0,12.929754887885046,0.17875682163352202,1.0,3.683624267578125,-17.379158433148064
DRAMP21570,0.0,0.0125,-0.012499999999999956,27.856720892728124,-0.3007722102575663,0.0,-6.226837158203125,-35.05366073274217
DRAMP21571,-0.045,-0.0025,0.04749999999999999,-33.22047260140186,0.002664931511190183,0.0,16.20147705078125,10.814799370198784
DRAMP21572,-0.0037500000000000033,0.0,0.003750000000000031,9.498236230675081,-0.04598212053197592,0.0,-1.66204833984375,-39.53885036440124
DRAMP21573,0.0,0.0,0.0,5.692682499757444,-0.1378164899344254,0.0,1.10076904296875,3.9983950810316173
DRAMP21574,0.0,0.0,0.0,3.9190914226257405,-0.14944573708367948,0.0,-0.014068603515625,-31.512772956557683
DRAMP21575,0.1125,0.0,-0.11250000000000004,-13.164113882077904,0.4496522776974752,1.0,-19.846466064453125,28.34930676504871
DRAMP21576,0.0,0.0,0.0,11.625724508823009,-0.02210615483940437,0.0,-4.402984619140682,-6.0566102393364645
DRAMP21578,0.0,0.0109090909090909,-0.01090909090909098,-43.79151123640058,-1.9434740931212335,1.0,-5.49993896484375,-171.44766303338565
DRAMP21580,0.2458333333333333,0.0,-0.24583333333333324,82.03806511366741,0.5425251511289186,-1.0,-11.57110595703125,15.09795186401493
DRAMP21582,0.0,0.0,0.0,30.23706034628882,-0.7269324806191868,0.0,9.70037841796875,-67.69172677794563
DRAMP21583,0.14470588235294107,0.0270588235294117,-0.17176470588235304,-8.703623581985525,-0.6111341847773843,-1.0,4.88458251953125,-98.93787590294255
DRAMP21584,0.0917647058823529,-0.0058823529411764,-0.08588235294117619,-54.18764221277027,-3.008908462207142,0.0,-13.988037109375,-123.30246438278323
DRAMP21585,0.0,0.0,0.0,69.32503224757971,-0.928046584533222,0.0,-14.875732421875,-97.3189609732915
DRAMP21586,0.0,0.0,0.0,76.04948080250367,0.36798294130559306,0.0,-19.17413330078125,5.79056891002142
DRAMP21587,0.0,0.0,0.0,-124.12820915497863,-1.4165874752660876,-1.0,-9.24468994140625,-203.5041484075639
DRAMP21588,0.0,0.0,0.0,-2.6520401751240676,0.5011480386252449,0.0,2.421295166015625,33.79616446128671
DRAMP21589,0.0,0.0,0.0,-5.265601117900408,-0.5218678739008071,0.0,-1.537261962890625,-18.634936259913047
DRAMP21590,0.007777777777777883,0.0,-0.007777777777777883,7.80963723032642,-0.09134598986563613,0.0,4.51727294921875,-13.549144903048841
DRAMP21591,0.0825,0.0,-0.08250000000000002,-24.751093758867533,-0.17285641518008443,-1.0,-1.686065673828125,-0.25418044522416494
DRAMP21592,0.0,0.0,0.0,-15.256425433284365,-0.3596408330866181,0.0,16.941497802734375,-1.4199035936118207
DRAMP21593,-0.025,0.0,0.025000000000000022,-0.22756127579191698,0.061521221334999154,0.0,0.17926025390625,4.255337049875834
DRAMP21594,-0.0533333333333333,0.0,0.053333333333333566,-18.003264096177585,0.23559888642881965,0.0,-2.0830078125,9.909035827917137
DRAMP21595,-0.1575,0.0,0.15749999999999997,-24.987623646143163,0.631136251016434,-1.0,6.382354736328125,32.39380483679167
DRAMP21597,0.0629411764705882,0.0023529411764705,-0.06529411764705839,169.65015998397314,-0.8471865300290435,1.0,-20.7559814453125,-63.1549977378786
DRAMP21598,-0.0947058823529411,0.0,0.09470588235294075,-69.66232316570773,-0.5360844188563814,-1.0,1.80047607421875,-40.04395785015117
DRAMP21599,-0.019411764705882295,0.0,0.01941176470588235,134.97212209997997,-0.1194080235452013,1.0,1.1881103515625,-24.059044742765536
DRAMP21600,-0.0117647058823529,-0.0011764705882353,0.012941176470588345,-7.567915935016195,0.17076082908923151,-1.0,-3.3431396484375,15.81495372939412
DRAMP21601,0.0735294117647059,-0.0952941176470588,0.02176470588235302,101.41064555662469,-0.4470110917346197,-1.0,40.16217041015625,53.60967868966986
DRAMP21602,0.0,0.015,-0.015000000000000013,-292.8199199071348,-1.0628605144523071,1.0,1.4222412109375,-127.16248402438214
DRAMP21603,0.0,0.0,0.0,100.64285062461819,0.9684566889295549,-2.0,6.64300537109375,59.55515034731775
DRAMP21605,0.0,0.0022222222222222,-0.0022222222222222365,-0.04396730313001562,0.01079720342330237,0.0,-9.258270263671875,-8.648489844773735
DRAMP21607,0.0,-0.0088888888888888,0.008888888888888835,-13.24680051291051,0.1511834345110401,-1.0,-3.982757568359375,13.722544041666765
DRAMP21609,0.0,0.0,0.0,47.28050853068335,-0.9717343652714847,0.0,4.920806884765682,-72.73543925011961
DRAMP21611,-0.0222222222222222,0.0,0.022222222222222032,2.7808970193672806,1.144406947399375,-1.0,12.08428955078125,63.6191205941567
DRAMP21613,0.0,-0.0088888888888889,0.008888888888888946,28.909845738954942,0.23148919175112592,0.0,-4.73651123046875,7.386339735115712
DRAMP21615,0.0,-0.004444444444444501,0.004444444444444584,-0.18508020733978636,-0.020205725935780627,0.0,-1.545379638671875,-8.742399045025309
DRAMP21624,0.0225,0.0,-0.022499999999999964,18.841229573864975,-0.3061740174254979,0.0,-12.89178466796875,-27.82263441023281
DRAMP21625,0.0,0.0,0.0,41.062257319284626,-0.39734032103033545,0.0,-3.8621826171875,-14.989462834673532
DRAMP21628,0.1735294117647058,-0.0023529411764705,-0.17117647058823526,113.75117731492634,1.5479943396667384,2.0,-12.73101806640625,88.20317191509207
DRAMP21629,0.0352941176470589,0.04,-0.07529411764705884,265.6133228433769,-0.9422173836494299,-1.0,15.6876220703125,-85.18074226398994
DRAMP21630,0.29823529411764704,0.0,-0.29823529411764693,-53.12947790139205,0.5442766279165987,2.0,-14.47857666015625,-10.642155463804102
DRAMP28986,0.1372222222222222,0.0011111111111111,-0.1383333333333333,192.89853387629023,-1.9449763953081654,2.0,-3.9276123046875,-84.34118692333004
DRAMP28987,0.2538888888888888,0.0,-0.25388888888888883,50.97409929037056,-1.7054518996393213,0.0,-21.42462158203125,-97.85931908745852
DRAMP28988,0.0,0.0133333333333333,-0.013333333333333197,-32.39945099148591,-3.994443621074943,-1.0,-27.05816650390625,-236.062544494112
DRAMP28989,0.2016666666666666,0.0055555555555555,-0.2072222222222222,-22.9659269200244,-0.15190462826880058,0.0,-38.86773681640625,-138.1741060115021
DRAMP28990,0.1822222222222222,0.0422222222222222,-0.22444444444444422,-30.789081813835878,-2.5465203862263284,1.0,-21.40032958984375,-113.78155804326798
DRAMP28991,0.0388888888888889,0.0,-0.03888888888888886,64.2161040007899,-1.063492010749739,0.0,-6.985107421875,-44.16540167493963
DRAMP28992,-0.0066666666666667,0.0,0.006666666666666599,83.51799699749188,-1.4367370132819612,-1.0,2.49749755859375,-109.44560451574353
DRAMP28993,-0.0611111111111111,0.0,0.06111111111111123,292.67894069131734,1.7023102743371652,0.0,-11.77789306640625,50.17463275773298
DRAMP28994,0.085,0.0011111111111111,-0.08611111111111103,59.42674947779864,-1.0821482429712557,-2.0,-26.76177978515625,-134.23708732462455
DRAMP28995,-0.0305555555555556,0.0216666666666666,0.008888888888889168,239.0257366110484,-3.1557717047497515,0.0,-24.1556396484375,-151.16560952236796
DRAMP28996,0.051666666666666604,0.0011111111111111,-0.05277777777777748,205.36735615817548,-4.1169043732273565,0.0,-11.9708251953125,-171.48871081070592
DRAMP28998,-0.18,0.0,0.18000000000000005,-3.607775828021926,0.20177001545927897,-1.0,4.68756103515625,39.6501619298208
DRAMP29000,0.0,0.0,0.0,11.544960714019602,0.03025998721676615,0.0,5.82373046875,-30.867773543056387
DRAMP29002,0.1175,-0.005,-0.11249999999999993,-1.6012019946643292,0.45835428516559595,0.0,-11.69183349609375,51.643026196276196
DRAMP29004,0.0,0.0,0.0,-2.172459776284044,0.3185029029400157,0.0,-7.467864990234375,29.231379622951522
DRAMP29007,0.1672222222222222,-0.014444444444444399,-0.1527777777777779,-198.02509233631653,-1.188241248605297,1.0,-21.80279541015625,-124.15309493047243
DRAMP29008,0.2005555555555555,0.0011111111111111,-0.20166666666666666,-40.43577427338721,-1.6708358815611266,-2.0,-18.29473876953125,-161.6936261614744
DRAMP29009,0.2944444444444444,-0.0077777777777777,-0.28666666666666685,53.47494523228005,0.8351823951702286,0.0,-15.2928466796875,9.131290989125546
DRAMP29010,0.1488888888888889,-0.04,-0.10888888888888881,167.44121595447487,1.5166656280581954,0.0,7.8011474609375,90.89206168936721
DRAMP29011,-0.03666666666666671,0.0,0.03666666666666696,218.09613115683132,-2.8401700926276447,1.0,-8.61846923828125,-88.98904425853334
DRAMP29012,0.05,0.0055555555555555,-0.05555555555555558,44.48751116773366,-1.4490805776855584,0.0,-16.7734375,-95.27863069710293
DRAMP29013,-0.0261111111111111,0.0155555555555555,0.010555555555555207,1.5706932261139173,-0.021087798812679637,0.0,-11.5902099609375,-37.290227028395975
DRAMP29015,0.15033333333333332,-0.015000000000000001,-0.13533333333333342,474.8815386858764,-3.636707062570009,-1.0,-60.8173828125,-155.76806783829124
DRAMP29016,0.1023333333333333,0.05133333333333329,-0.15366666666666695,-161.7751004180791,-2.752495773645972,-2.0,-53.5792236328125,-308.1439937568516
DRAMP29017,-0.039333333333333304,0.0036666666666666,0.03566666666666718,235.32322354460547,-5.7021419154948365,-3.0,-30.3095703125,-362.4853466456452
DRAMP29019,0.1336666666666667,0.012,-0.1456666666666665,453.55332815916194,-7.882525794429414,2.0,6.965576171875,-279.1802317542338
DRAMP29020,0.1056666666666666,0.0246666666666666,-0.1303333333333333,178.58000642782497,-6.052053100052321,0.0,-60.9686279296875,-344.0001760937739
DRAMP29021,0.1673333333333333,0.0013333333333333,-0.16866666666666696,-58.06905522051784,-1.8097125999952581,0.0,-3.6519775390625,-176.136869769663
DRAMP29022,0.0946666666666666,0.0,-0.09466666666666645,-300.6749832581189,1.5632869665625986,2.0,-31.192626953125,-18.646035505710188
DRAMP29023,0.1206666666666666,0.0236666666666666,-0.14433333333333354,755.2404126657941,-3.862257731756534,0.0,-46.2322998046875,-229.60301333453754
DRAMP29024,0.1486666666666666,0.0,-0.1486666666666666,187.11088653009642,-5.892695138448383,-1.0,-24.904541015625,-380.1923852875407
DRAMP29025,0.1326666666666667,0.0073333333333333,-0.14000000000000035,-420.8912718838912,-4.141954288411357,2.0,33.3441162109375,-206.24288141659326
DRAMP29026,0.1776666666666666,-0.0013333333333333,-0.17633333333333345,212.88113101035373,-7.319389424528389,-1.0,-77.222900390625,-321.8737322938696
DRAMP29027,0.019333333333333296,0.014,-0.033333333333333215,352.87537690415616,-3.972704419579417,0.0,-1.146484375,-158.94615110621135
DRAMP29032,0.10095238095238099,-0.0009523809523809,-0.09999999999999987,9.659723081291645,-0.5114523713645163,-2.0,-28.98541259765625,-69.4939973969731
DRAMP29033,0.011428571428571399,-0.0142857142857143,0.0028571428571427804,172.35546723812325,0.716075800083324,0.0,-20.2923583984375,25.71161765977422
DRAMP29235,0.084516129032258,0.0019354838709677,-0.086451612903226,265.83544364064664,-4.98853594377487,0.0,-41.218017578125,-406.24711824527094
DRAMP29236,0.0,0.0025806451612903,-0.002580645161290418,-36.62321357689103,-1.5144495029279277,-1.0,14.1763916015625,-118.56450389237352
DRAMP29237,0.1432258064516129,0.0183870967741935,-0.16161290322580624,-284.26521288579784,-5.747260513834156,0.0,-25.845947265625,-424.00602003757194
DRAMP29238,0.045483870967741896,0.0,-0.04548387096774231,233.6360766200986,-3.3547143954918255,3.0,10.22998046875,-298.538564335714
